Item#,Department,Event Part of the day,hour 1,hour 2,hour 3,hour 4,hour 5,hour 6,hour 7,hour 8,hour 9,hour 10,hour 11,hour 12,hour 13,hour 14,hour 15,hour 16,hour 17,hour 18,hour 19,hour 20,hour 21,hour 22,hour 23,hour 24,Total sales
435,Polos&Tees,Morning,0.31,0.14,0.08,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0.01,0,0,0,85
436,Polos&Tees,Morning,0.14,0.1,0.08,0.05,0.03,0.05,0.06,0.1,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0.03,0,108
437,Skirts,Afternoon,0.24,0.13,0.09,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,89
438,Skirts,Afternoon,0.26,0.22,0.08,0.08,0.09,0,0.04,0,0.06,0.03,0.03,0,0.01,0,0.03,0,0.05,0,0.01,0,0,0,0,0,71
439,Skirts,Morning,0.29,0.16,0.08,0.01,0.06,0.07,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0.02,0,0,0.03,0.02,0.02,0.04,0.01,0,0,86
440,Polos&Tees,Afternoon,0.28,0.18,0.12,0,0.05,0.05,0,0.08,0,0,0.05,0.07,0,0,0,0,0.04,0,0,0,0,0,0.02,0,91
441,Skirts,Morning,0.33,0.22,0.05,0.03,0.08,0.01,0.05,0,0,0,0,0,0,0,0,0.04,0.01,0.02,0,0,0,0,0,0.05,149
442,Polos&Tees,Morning,0.31,0.15,0.05,0.03,0.13,0.09,0.03,0.03,0,0,0,0,0,0.01,0.02,0.09,0,0.02,0.01,0,0,0,0,0,116
443,Polos&Tees,Morning,0.35,0.11,0,0.17,0,0.02,0,0.12,0,0,0,0,0,0,0.03,0.02,0.03,0,0,0.08,0,0.05,0,0,101
444,Skirts,Morning,0.38,0.15,0.13,0.05,0,0.05,0.09,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,115
445,Skirts,Morning,0.43,0.11,0.1,0.01,0.11,0.1,0.02,0.01,0.02,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,59
446,Skirts,Morning,0.17,0.17,0.12,0.03,0.02,0,0.07,0.06,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0,0,0.01,0.01,0.02,0,0,0,56
447,Polos&Tees,Afternoon,0.17,0.15,0.05,0.14,0.1,0.01,0.07,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0,0,0,0,0,0,0,60
448,Polos&Tees,Afternoon,0.12,0.12,0.12,0.07,0.03,0.02,0.05,0,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0,0,0,0,0,0,0,94
449,Skirts,Morning,0.14,0.18,0.15,0.07,0,0,0.15,0.09,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0,0,0,0,0.01,0.01,0,0,71
450,Polos&Tees,Morning,0.14,0.13,0.07,0.06,0.11,0.1,0.08,0,0,0.08,0,0,0.05,0.07,0,0,0,0,0,0.01,0,0,0,0,84
451,Skirts,Morning,0.3,0.16,0.06,0.1,0.05,0.02,0.02,0.02,0.02,0.03,0.04,0.01,0.01,0.02,0,0,0,0,0,0,0,0.02,0,0.02,82
452,Polos&Tees,Afternoon,0.26,0.12,0.07,0.04,0.04,0.04,0.03,0.04,0.03,0,0.04,0.02,0.04,0.03,0.01,0,0,0,0,0,0,0.01,0.01,0.02,60
453,Polos&Tees,Morning,0.22,0.11,0,0.08,0,0.05,0,0.05,0,0.02,0.04,0,0.04,0,0.02,0.01,0,0,0,0,0,0,0,0,72
454,Polos&Tees,Morning,0.34,0.09,0.13,0.03,0.06,0.03,0.01,0.05,0.03,0.06,0.03,0.03,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,71
455,Polos&Tees,Afternoon,0.32,0.17,0.11,0.08,0.05,0.03,0.03,0.02,0.01,0.05,0.01,0.04,0.03,0,0,0.01,0.01,0,0,0,0,0,0,0,118
456,Polos&Tees,Morning,0.21,0.14,0.06,0.09,0.04,0.1,0.02,0.03,0.02,0.03,0.02,0.01,0,0.02,0,0,0.02,0,0,0,0,0,0,0.03,67
457,Skirts,Morning,0.52,0.16,0,0.11,0.06,0,0,0.03,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
458,Polos&Tees,Morning,0.38,0.15,0.11,0.05,0.06,0.04,0.02,0,0.04,0.09,0,0,0.03,0,0,0,0,0.03,0,0,0,0,0,0,87
459,Skirts,Afternoon,0.21,0.08,0.11,0.13,0.06,0,0.09,0,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.03,0.03,0.03,0,0,0,84
460,Polos&Tees,Afternoon,0.24,0.09,0.06,0.05,0.07,0.06,0.05,0.08,0.03,0.03,0.04,0.03,0,0.02,0.01,0.01,0,0.05,0,0,0,0.01,0.01,0,181
461,Skirts,Afternoon,0.31,0.18,0.1,0.06,0.03,0.01,0.08,0.06,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0,0,0,0,57
462,Skirts,Morning,0.33,0.09,0,0.14,0.04,0.12,0,0.13,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0,0,0,0,0,0.01,0,188
463,Polos&Tees,Morning,0.28,0.19,0.02,0.15,0.02,0.04,0.09,0.07,0.05,0,0,0.02,0.02,0.02,0,0,0,0,0,0.01,0.01,0.01,0,0,90
464,Skirts,Afternoon,0.4,0.15,0.1,0.05,0.12,0,0,0.01,0.03,0.03,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0,0,0.01,0,0,0,0,66
465,Polos&Tees,Morning,0.15,0.11,0.02,0.15,0.04,0.05,0.15,0.07,0,0.03,0,0.05,0.02,0,0,0,0,0,0,0,0,0.01,0,0,107
466,Polos&Tees,Morning,0.4,0.18,0.03,0.17,0.12,0,0.01,0.04,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,72
467,Skirts,Morning,0.17,0.13,0.09,0.07,0.06,0.05,0.04,0.04,0.04,0,0.05,0,0.03,0,0.01,0.01,0,0,0,0,0,0,0,0.02,67
468,Skirts,Morning,0.3,0.14,0.09,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0,0.04,0.03,0,0.01,0.01,0,0,0,0,0.01,0,0,0,71
469,Skirts,Morning,0.31,0.12,0.06,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,97
470,Polos&Tees,Morning,0.26,0.14,0.08,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,55
471,Polos&Tees,Afternoon,0.3,0.14,0.08,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0,59
472,Polos&Tees,Afternoon,0.27,0.15,0.09,0.07,0.04,0.04,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0,0.01,0.02,0.02,0.02,0.03,0.04,0.02,0,0.01,66
473,Skirts,Afternoon,0.32,0.14,0.09,0.07,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0,0.02,0.01,0.01,0.01,0,0,0,0,0,0,0.02,58
474,Skirts,Morning,0.23,0.14,0.09,0.07,0.07,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0,0,0,0.01,0.02,0.02,0,61
475,Skirts,Afternoon,0.27,0.22,0.02,0.02,0.08,0.03,0.04,0.05,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,83
476,Polos&Tees,Morning,0.38,0.12,0.08,0.01,0.08,0,0.11,0,0.02,0.03,0.04,0.01,0.01,0.02,0.01,0.01,0,0,0.06,0,0,0.01,0,0,157
477,Polos&Tees,Afternoon,0.28,0.11,0.14,0.07,0.03,0,0.08,0,0.03,0.07,0.04,0.02,0.04,0.03,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,55
478,Polos&Tees,Afternoon,0.15,0.15,0.08,0.05,0.13,0.03,0.07,0.07,0.04,0.02,0.04,0.05,0.04,0.04,0.01,0.01,0,0,0,0,0.01,0.01,0,0,112
479,Polos&Tees,Afternoon,0.28,0.15,0.06,0.12,0.08,0.05,0.01,0.02,0.03,0,0.03,0,0.01,0.01,0.01,0.01,0,0,0,0,0.01,0.01,0,0,75
480,Skirts,Morning,0.18,0.18,0.02,0.03,0,0.04,0.05,0.01,0.01,0.05,0.01,0.04,0.03,0,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0,0.01,62
481,Polos&Tees,Morning,0.12,0.08,0.06,0.05,0.08,0.03,0.01,0,0.02,0.06,0.05,0.01,0.04,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.03,0,141
482,Skirts,Morning,0.29,0.04,0.13,0.09,0,0.06,0,0.06,0.04,0.05,0.05,0.04,0.03,0.02,0.01,0.01,0,0,0,0.01,0.05,0.02,0,0,71
483,Skirts,Afternoon,0.11,0.1,0,0.13,0.06,0.07,0.03,0.09,0.03,0.03,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0.01,0,0,78
484,Polos&Tees,Morning,0.26,0.2,0.05,0.04,0,0.09,0.07,0.1,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0,0,0,0.02,0,0,0,85
485,Polos&Tees,Afternoon,0.22,0.14,0,0.16,0.02,0.06,0,0.23,0.04,0,0.06,0.03,0.03,0,0.01,0,0,0,0,0,0,0,0,0,61
486,Skirts,Morning,0.2,0.12,0.08,0.08,0.06,0.04,0.04,0.03,0.03,0.07,0.05,0.04,0.04,0,0.01,0.01,0,0,0,0,0.01,0,0.02,0.02,189
487,Polos&Tees,Morning,0.29,0.13,0.08,0.07,0.06,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.01,0.02,77
488,Skirts,Morning,0.29,0.12,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0,0.04,0.03,0.02,0.02,0.01,0.01,0,0,0.01,0.01,0,0.02,0.02,64
489,Polos&Tees,Afternoon,0.3,0.14,0.08,0.07,0.05,0.05,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,127
490,Polos&Tees,Afternoon,0.28,0.13,0.08,0.07,0.06,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,58
491,Skirts,Afternoon,0.31,0.14,0.08,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0.01,0,0,0,98
492,Polos&Tees,Morning,0.14,0.1,0.08,0.05,0.03,0.05,0.06,0.1,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0.03,0,187
493,Polos&Tees,Afternoon,0.24,0.13,0.09,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,118
494,Polos&Tees,Afternoon,0.26,0.22,0.08,0.08,0.09,0,0.04,0,0.06,0.03,0.03,0,0.01,0,0.03,0,0.05,0,0.01,0,0,0,0,0,81
495,Skirts,Afternoon,0.29,0.16,0.08,0.01,0.06,0.07,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0.02,0,0,0.03,0.02,0.02,0.04,0.01,0,0,60
496,Polos&Tees,Afternoon,0.28,0.18,0.12,0,0.05,0.05,0,0.08,0,0,0.05,0.07,0,0,0,0,0.04,0,0,0,0,0,0.02,0,51
497,Skirts,Afternoon,0.33,0.22,0.05,0.03,0.08,0.01,0.05,0,0,0,0,0,0,0,0,0.04,0.01,0.02,0,0,0,0,0,0.05,82
498,Skirts,Morning,0.31,0.15,0.05,0.03,0.13,0.09,0.03,0.03,0,0,0,0,0,0.01,0.02,0.09,0,0.02,0.01,0,0,0,0,0,81
499,Skirts,Afternoon,0.35,0.11,0,0.17,0,0.02,0,0.12,0,0,0,0,0,0,0.03,0.02,0.03,0,0,0.08,0,0.05,0,0,69
500,Polos&Tees,Afternoon,0.38,0.15,0.13,0.05,0,0.05,0.09,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,152
501,Skirts,Afternoon,0.43,0.11,0.1,0.01,0.11,0.1,0.02,0.01,0.02,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,127
502,Skirts,Morning,0.17,0.17,0.12,0.03,0.02,0,0.07,0.06,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0,0,0.01,0.01,0.02,0,0,0,120
503,Polos&Tees,Afternoon,0.17,0.15,0.05,0.14,0.1,0.01,0.07,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0,0,0,0,0,0,0,110
504,Polos&Tees,Morning,0.12,0.12,0.12,0.07,0.03,0.02,0.05,0,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0,0,0,0,0,0,0,142
505,Skirts,Afternoon,0.14,0.18,0.15,0.07,0,0,0.15,0.09,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0,0,0,0,0.01,0.01,0,0,76
506,Polos&Tees,Afternoon,0.14,0.13,0.07,0.06,0.11,0.1,0.08,0,0,0.08,0,0,0.05,0.07,0,0,0,0,0,0.01,0,0,0,0,59
507,Polos&Tees,Morning,0.3,0.16,0.06,0.1,0.05,0.02,0.02,0.02,0.02,0.03,0.04,0.01,0.01,0.02,0,0,0,0,0,0,0,0.02,0,0.02,152
508,Skirts,Afternoon,0.26,0.12,0.07,0.04,0.04,0.04,0.03,0.04,0.03,0,0.04,0.02,0.04,0.03,0.01,0,0,0,0,0,0,0.01,0.01,0.02,155
509,Skirts,Morning,0.22,0.11,0,0.08,0,0.05,0,0.05,0,0.02,0.04,0,0.04,0,0.02,0.01,0,0,0,0,0,0,0,0,110
510,Skirts,Morning,0.34,0.09,0.13,0.03,0.06,0.03,0.01,0.05,0.03,0.06,0.03,0.03,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,89
511,Polos&Tees,Morning,0.32,0.17,0.11,0.08,0.05,0.03,0.03,0.02,0.01,0.05,0.01,0.04,0.03,0,0,0.01,0.01,0,0,0,0,0,0,0,149
512,Skirts,Afternoon,0.21,0.14,0.06,0.09,0.04,0.1,0.02,0.03,0.02,0.03,0.02,0.01,0,0.02,0,0,0.02,0,0,0,0,0,0,0.03,56
513,Skirts,Afternoon,0.52,0.16,0,0.11,0.06,0,0,0.03,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
514,Polos&Tees,Morning,0.38,0.15,0.11,0.05,0.06,0.04,0.02,0,0.04,0.09,0,0,0.03,0,0,0,0,0.03,0,0,0,0,0,0,60
515,Skirts,Morning,0.21,0.08,0.11,0.13,0.06,0,0.09,0,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.03,0.03,0.03,0,0,0,94
516,Skirts,Afternoon,0.24,0.09,0.06,0.05,0.07,0.06,0.05,0.08,0.03,0.03,0.04,0.03,0,0.02,0.01,0.01,0,0.05,0,0,0,0.01,0.01,0,60
517,Polos&Tees,Morning,0.31,0.18,0.1,0.06,0.03,0.01,0.08,0.06,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0,0,0,0,73
518,Polos&Tees,Morning,0.33,0.09,0,0.14,0.04,0.12,0,0.13,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0,0,0,0,0,0.01,0,60
519,Polos&Tees,Morning,0.28,0.19,0.02,0.15,0.02,0.04,0.09,0.07,0.05,0,0,0.02,0.02,0.02,0,0,0,0,0,0.01,0.01,0.01,0,0,77
520,Skirts,Afternoon,0.4,0.15,0.1,0.05,0.12,0,0,0.01,0.03,0.03,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0,0,0.01,0,0,0,0,90
521,Polos&Tees,Morning,0.15,0.11,0.02,0.15,0.04,0.05,0.15,0.07,0,0.03,0,0.05,0.02,0,0,0,0,0,0,0,0,0.01,0,0,102
522,Skirts,Afternoon,0.4,0.18,0.03,0.17,0.12,0,0.01,0.04,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,101
523,Skirts,Afternoon,0.17,0.13,0.09,0.07,0.06,0.05,0.04,0.04,0.04,0,0.05,0,0.03,0,0.01,0.01,0,0,0,0,0,0,0,0.02,100
524,Skirts,Morning,0.3,0.14,0.09,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0,0.04,0.03,0,0.01,0.01,0,0,0,0,0.01,0,0,0,91
525,Polos&Tees,Morning,0.31,0.12,0.06,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,60
526,Polos&Tees,Afternoon,0.26,0.14,0.08,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,78
527,Polos&Tees,Morning,0.3,0.14,0.08,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0,67
528,Skirts,Afternoon,0.27,0.15,0.09,0.07,0.04,0.04,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0,0.01,0.02,0.02,0.02,0.03,0.04,0.02,0,0.01,129
529,Skirts,Morning,0.32,0.14,0.09,0.07,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0,0.02,0.01,0.01,0.01,0,0,0,0,0,0,0.02,156
530,Polos&Tees,Afternoon,0.23,0.14,0.09,0.07,0.07,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0,0,0,0.01,0.02,0.02,0,57
531,Polos&Tees,Morning,0.27,0.22,0.02,0.02,0.08,0.03,0.04,0.05,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,65
532,Skirts,Morning,0.38,0.12,0.08,0.01,0.08,0,0.11,0,0.02,0.03,0.04,0.01,0.01,0.02,0.01,0.01,0,0,0.06,0,0,0.01,0,0,83
533,Polos&Tees,Afternoon,0.28,0.11,0.14,0.07,0.03,0,0.08,0,0.03,0.07,0.04,0.02,0.04,0.03,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,85
534,Polos&Tees,Morning,0.15,0.15,0.08,0.05,0.13,0.03,0.07,0.07,0.04,0.02,0.04,0.05,0.04,0.04,0.01,0.01,0,0,0,0,0.01,0.01,0,0,137
535,Polos&Tees,Afternoon,0.28,0.15,0.06,0.12,0.08,0.05,0.01,0.02,0.03,0,0.03,0,0.01,0.01,0.01,0.01,0,0,0,0,0.01,0.01,0,0,88
536,Polos&Tees,Afternoon,0.18,0.18,0.02,0.03,0,0.04,0.05,0.01,0.01,0.05,0.01,0.04,0.03,0,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0,0.01,98
537,Polos&Tees,Afternoon,0.12,0.08,0.06,0.05,0.08,0.03,0.01,0,0.02,0.06,0.05,0.01,0.04,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.03,0,167
538,Skirts,Morning,0.29,0.04,0.13,0.09,0,0.06,0,0.06,0.04,0.05,0.05,0.04,0.03,0.02,0.01,0.01,0,0,0,0.01,0.05,0.02,0,0,108
539,Skirts,Morning,0.11,0.1,0,0.13,0.06,0.07,0.03,0.09,0.03,0.03,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0.01,0,0,74
540,Polos&Tees,Morning,0.26,0.2,0.05,0.04,0,0.09,0.07,0.1,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0,0,0,0.02,0,0,0,180
541,Polos&Tees,Afternoon,0.22,0.14,0,0.16,0.02,0.06,0,0.23,0.04,0,0.06,0.03,0.03,0,0.01,0,0,0,0,0,0,0,0,0,53
542,Polos&Tees,Afternoon,0.2,0.12,0.08,0.08,0.06,0.04,0.04,0.03,0.03,0.07,0.05,0.04,0.04,0,0.01,0.01,0,0,0,0,0.01,0,0.02,0.02,60
543,Skirts,Morning,0.29,0.13,0.08,0.07,0.06,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.01,0.02,76
544,Polos&Tees,Afternoon,0.29,0.12,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0,0.04,0.03,0.02,0.02,0.01,0.01,0,0,0.01,0.01,0,0.02,0.02,221
545,Polos&Tees,Afternoon,0.3,0.14,0.08,0.07,0.05,0.05,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,58
546,Polos&Tees,Morning,0.28,0.13,0.08,0.07,0.06,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,68
547,Polos&Tees,Morning,0.31,0.14,0.08,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0.01,0,0,0,66
548,Polos&Tees,Morning,0.14,0.1,0.08,0.05,0.03,0.05,0.06,0.1,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0.03,0,51
549,Skirts,Afternoon,0.24,0.13,0.09,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,61
550,Skirts,Morning,0.26,0.22,0.08,0.08,0.09,0,0.04,0,0.06,0.03,0.03,0,0.01,0,0.03,0,0.05,0,0.01,0,0,0,0,0,58
551,Polos&Tees,Afternoon,0.29,0.16,0.08,0.01,0.06,0.07,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0.02,0,0,0.03,0.02,0.02,0.04,0.01,0,0,147
552,Skirts,Afternoon,0.28,0.18,0.12,0,0.05,0.05,0,0.08,0,0,0.05,0.07,0,0,0,0,0.04,0,0,0,0,0,0.02,0,58
553,Polos&Tees,Afternoon,0.33,0.22,0.05,0.03,0.08,0.01,0.05,0,0,0,0,0,0,0,0,0.04,0.01,0.02,0,0,0,0,0,0.05,62
554,Polos&Tees,Afternoon,0.31,0.15,0.05,0.03,0.13,0.09,0.03,0.03,0,0,0,0,0,0.01,0.02,0.09,0,0.02,0.01,0,0,0,0,0,58
555,Polos&Tees,Afternoon,0.35,0.11,0,0.17,0,0.02,0,0.12,0,0,0,0,0,0,0.03,0.02,0.03,0,0,0.08,0,0.05,0,0,75
556,Polos&Tees,Afternoon,0.38,0.15,0.13,0.05,0,0.05,0.09,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,79
557,Skirts,Morning,0.43,0.11,0.1,0.01,0.11,0.1,0.02,0.01,0.02,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,81
558,Polos&Tees,Afternoon,0.17,0.17,0.12,0.03,0.02,0,0.07,0.06,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0,0,0.01,0.01,0.02,0,0,0,189
559,Polos&Tees,Morning,0.17,0.15,0.05,0.14,0.1,0.01,0.07,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0,0,0,0,0,0,0,80
560,Skirts,Afternoon,0.12,0.12,0.12,0.07,0.03,0.02,0.05,0,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0,0,0,0,0,0,0,56
561,Skirts,Morning,0.14,0.18,0.15,0.07,0,0,0.15,0.09,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0,0,0,0,0.01,0.01,0,0,63
562,Polos&Tees,Afternoon,0.14,0.13,0.07,0.06,0.11,0.1,0.08,0,0,0.08,0,0,0.05,0.07,0,0,0,0,0,0.01,0,0,0,0,79
563,Skirts,Morning,0.3,0.16,0.06,0.1,0.05,0.02,0.02,0.02,0.02,0.03,0.04,0.01,0.01,0.02,0,0,0,0,0,0,0,0.02,0,0.02,56
564,Skirts,Morning,0.26,0.12,0.07,0.04,0.04,0.04,0.03,0.04,0.03,0,0.04,0.02,0.04,0.03,0.01,0,0,0,0,0,0,0.01,0.01,0.02,186
565,Polos&Tees,Afternoon,0.22,0.11,0,0.08,0,0.05,0,0.05,0,0.02,0.04,0,0.04,0,0.02,0.01,0,0,0,0,0,0,0,0,128
566,Skirts,Morning,0.34,0.09,0.13,0.03,0.06,0.03,0.01,0.05,0.03,0.06,0.03,0.03,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,111
567,Polos&Tees,Morning,0.32,0.17,0.11,0.08,0.05,0.03,0.03,0.02,0.01,0.05,0.01,0.04,0.03,0,0,0.01,0.01,0,0,0,0,0,0,0,63
568,Skirts,Afternoon,0.21,0.14,0.06,0.09,0.04,0.1,0.02,0.03,0.02,0.03,0.02,0.01,0,0.02,0,0,0.02,0,0,0,0,0,0,0.03,92
569,Skirts,Afternoon,0.52,0.16,0,0.11,0.06,0,0,0.03,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
570,Polos&Tees,Afternoon,0.38,0.15,0.11,0.05,0.06,0.04,0.02,0,0.04,0.09,0,0,0.03,0,0,0,0,0.03,0,0,0,0,0,0,79
571,Skirts,Afternoon,0.21,0.08,0.11,0.13,0.06,0,0.09,0,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.03,0.03,0.03,0,0,0,135
572,Polos&Tees,Morning,0.24,0.09,0.06,0.05,0.07,0.06,0.05,0.08,0.03,0.03,0.04,0.03,0,0.02,0.01,0.01,0,0.05,0,0,0,0.01,0.01,0,101
573,Skirts,Morning,0.31,0.18,0.1,0.06,0.03,0.01,0.08,0.06,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0,0,0,0,56
574,Polos&Tees,Morning,0.33,0.09,0,0.14,0.04,0.12,0,0.13,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0,0,0,0,0,0.01,0,91
575,Polos&Tees,Afternoon,0.28,0.19,0.02,0.15,0.02,0.04,0.09,0.07,0.05,0,0,0.02,0.02,0.02,0,0,0,0,0,0.01,0.01,0.01,0,0,63
576,Skirts,Afternoon,0.4,0.15,0.1,0.05,0.12,0,0,0.01,0.03,0.03,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0,0,0.01,0,0,0,0,97
577,Polos&Tees,Morning,0.15,0.11,0.02,0.15,0.04,0.05,0.15,0.07,0,0.03,0,0.05,0.02,0,0,0,0,0,0,0,0,0.01,0,0,106
578,Skirts,Morning,0.4,0.18,0.03,0.17,0.12,0,0.01,0.04,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,63
579,Polos&Tees,Morning,0.17,0.13,0.09,0.07,0.06,0.05,0.04,0.04,0.04,0,0.05,0,0.03,0,0.01,0.01,0,0,0,0,0,0,0,0.02,66
580,Polos&Tees,Afternoon,0.3,0.14,0.09,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0,0.04,0.03,0,0.01,0.01,0,0,0,0,0.01,0,0,0,102
581,Skirts,Afternoon,0.31,0.12,0.06,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,60
